shapeid,partid,x,y
"2","0",125.17962980563,32.1313968386318
"2","0",125.179631747466,32.1314363226271
"2","0",125.17965310766,32.1314751593437
"2","0",125.179697122606,32.131511406946
"2","0",125.179740490273,32.1315340616974
"2","0",125.179779974268,32.1315457127124
"2","0",125.179827225607,32.1315567164487
"2","0",125.179890658911,32.1315521854985
"2","0",125.179944383035,32.1315437708765
"2","0",125.179995518046,32.1315288834685
"2","0",125.18004924217,32.1315036396026
"2","0",125.180108791803,32.131456388264
"2","0",125.180166399599,32.1313871294526
"2","0",125.180201352644,32.1313236961487
"2","0",125.180250545819,32.1312389026506
"2","0",125.180278378799,32.1311819421328
"2","0",125.180302975386,32.1311178615503
"2","0",125.180310742729,32.1310835557839
"2","0",125.180311390008,32.1310337153309
"2","0",125.180311390008,32.1309929367784
"2","0",125.180305564501,32.1309631619622
"2","0",125.180285498864,32.1309217361311
"2","0",125.180263491391,32.1308822521358
"2","0",125.18024536759,32.1308460045336
"2","0",125.180238894804,32.1308078150956
"2","0",125.180238247525,32.1307722147719
"2","0",125.18024536759,32.1307443817917
"2","0",125.180258960441,32.1307074869108
"2","0",125.180284204306,32.1306699447514
"2","0",125.180312684565,32.1306129842336
"2","0",125.18032433558,32.1305754420741
"2","0",125.180345695774,32.1305120087702
"2","0",125.180358641347,32.1304718774963
"2","0",125.180367703247,32.1304272152721
"2","0",125.180364466854,32.1303890258341
"2","0",125.180350874003,32.1303417744955
"2","0",125.180317862794,32.1302997013857
"2","0",125.180256371326,32.1302543918829
"2","0",125.1801845234,32.130222675231
"2","0",125.180093257116,32.1301980786438
"2","0",125.180014936404,32.1301916058577
"2","0",125.179906840876,32.1302058459871
"2","0",125.179843407572,32.1302174970021
"2","0",125.179790330726,32.1302369153604
"2","0",125.179735312044,32.1302641010621
"2","0",125.179688707984,32.1302789884702
"2","0",125.17962980563,32.130292581321
"2","0",125.179565077769,32.130304232336
"2","1",125.181380370635,32.1295164942661
"2","1",125.18143830207,32.1295223197736
"2","1",125.181543808484,32.1295203779378
"2","1",125.18164348939,32.1295080796442
"2","1",125.181683620664,32.1295009595794
"2","1",125.181742523018,32.1294834830569
"2","1",125.181794305306,32.1294608283055
"2","1",125.18183443658,32.1294323480466
"2","1",125.181888160705,32.129373445693
"2","1",125.181961950467,32.1292983613741
"2","1",125.181998198069,32.1292634083291
"2","1",125.182086875239,32.1292142151546
"2","1",125.182167785065,32.129163727423
"2","1",125.182202090832,32.1291371889999
"2","1",125.182253225842,32.129082170318
"2","1",125.182349023076,32.1289844312477
"2","1",125.182402099922,32.1289514200385
"2","1",125.182502428107,32.128910641486
"2","1",125.18264094573,32.1288737466051
"2","1",125.182786583417,32.1288374990029
"2","1",125.182857136786,32.1288226115948
"2","1",125.182904388125,32.1287999568435
"2","1",125.183001479916,32.1287552946193
"2","1",125.183071386006,32.1287132215095
"2","1",125.183104397216,32.128669206564
"2","1",125.183113459116,32.1286329589618
"2","1",125.183107633609,32.1285941222451
"2","1",125.183068149613,32.1285449290706
"2","1",125.18301830916,32.1285145069759
"2","1",125.182954228578,32.1284950886176
"2","1",125.182919275533,32.1284957358962
"2","1",125.182829951084,32.1285151542545
"2","1",125.182760692273,32.1285313362198
"2","1",125.182686255233,32.1285339253342
"2","1",125.182599519899,32.1285216270406
"2","1",125.182539322988,32.1285054450753
"2","1",125.182448703982,32.1284672556373
"2","1",125.182338666618,32.1283908767611
"2","1",125.182228629255,32.1283513927659
"2","1",125.182145130314,32.1283313271289
"2","1",125.182077813338,32.1283196761139
"2","1",125.182016969149,32.1283093196561
"2","1",125.181923761029,32.1283125560492
"2","1",125.181878451526,32.1283177342781
"2","1",125.181772945112,32.1283196761139
"2","1",125.181681678828,32.1283170869995
"2","1",125.181646725783,32.1283157924422
"2","1",125.181561285006,32.128311261492
"2","1",125.181496557145,32.1283060832631
"2","1",125.181431829284,32.1283009050342
"2","1",125.181384577945,32.1282957268053
"2","1",125.181326970149,32.128287959462
"2","1",125.181239587537,32.1282691883822
"2","1",125.181184568855,32.1282575373672
"2","1",125.181092008013,32.1282225843222
"2","1",125.181009156351,32.1281869839986
"2","1",125.180923068296,32.1281578564611
"2","1",125.180860929549,32.1281384381028
"2","1",125.180778077887,32.1281241979733
"2","1",125.180702346289,32.1281131942369
"2","1",125.180643443936,32.1281002486647
"2","1",125.180497158969,32.1280782411919
"2","1",125.18041301275,32.1280724156844
"2","1",125.180335339317,32.1280724156844
"2","1",125.180246014868,32.1280808303064
"2","1",125.180157337699,32.1280911867641
"2","1",125.180073191479,32.1280905394855
"2","1",125.179977394245,32.1280652956197
"2","1",125.179904251762,32.1280413463111
"2","1",125.179782563383,32.1279746766141
"2","1",125.179687413427,32.1279183633749
"2","1",125.179613623665,32.1278821157727
"2","1",125.179552132197,32.1278620501357
"2","1",125.179472516928,32.1278555773496
"2","1",125.179422029196,32.1278594610213
"2","1",125.179366363236,32.1278698174791
"2","1",125.179289984359,32.1279028286883
"2","1",125.179231082006,32.1279390762905
"2","1",125.179165059588,32.1280005677586
"2","1",125.17910809907,32.1280406990325
"2","1",125.179016185507,32.1280860085352
"2","1",125.178945632138,32.1281041323364
"2","1",125.178893202571,32.1281125469583
"2","1",125.178756626784,32.1281144887941
"2","1",125.17866989145,32.1281157833514
"2","1",125.178560501365,32.1281410272172
"2","1",125.178484769767,32.1281772748194
"2","1",125.178386383418,32.1282400608447
"2","1",125.178302237199,32.1282983159197
"2","1",125.178188316163,32.128369516567
"2","1",125.178124235581,32.1284090005623
"2","1",125.178069864177,32.1284368335425
"2","1",125.178020023724,32.1284588410153
"2","1",125.177934582948,32.1284827903239
"2","1",125.177845905778,32.1285119178614
"2","1",125.177805127225,32.1285261579909
"2","1",125.177753992215,32.1285643474289
"2","1",125.177713860941,32.1286148351606
"2","1",125.177697678976,32.1286594973848
"2","1",125.17769120619,32.1286989813801
"2","1",125.177698326254,32.1287630619626
"2","1",125.177715155498,32.1288135496943
"2","1",125.177738457528,32.1288627428687
"2","1",125.177762730476,32.1289931695089
"2","1",125.177773410573,32.1290511009446
"2","1",125.177792828932,32.1291488400149
"2","1",125.177810305454,32.1292025641396
"2","1",125.177836843877,32.1292782957372
"2","1",125.177860145907,32.1293132487822
"2","1",125.177912575475,32.1293831548722
"2","1",125.178132650203,32.129646597267
"2","1",125.178251102188,32.1297902931187
"2","1",125.17827828789,32.1298375444573
"2","1",125.178319713721,32.1299178070051
"2","1",125.17833913208,32.129949523657
"2","1",125.178374085125,32.129996127717
"2","1",125.178400623548,32.1300213715829
"2","1",125.178436223871,32.1300440263343
"2","1",125.178508719076,32.1300738011504
"2","1",125.178577330609,32.1300983977376
"2","1",125.17869319348,32.1301229943248
"2","1",125.178777986978,32.1301339980612
"2","1",125.178904853586,32.1301391762901
"2","1",125.179002592656,32.1301385290115
"2","1",125.179064731403,32.1301372344543
"2","1",125.179150819458,32.1301339980612
"2","1",125.179238849349,32.130121052489
"2","1",125.179348886713,32.1301106960312
"2","1",125.179433032933,32.1301055178023
"2","1",125.179509411809,32.1300983977376
"2","1",125.179576728784,32.1300958086232
"2","1",125.179649871267,32.1300854521654
"2","1",125.179708126342,32.1300725065932
"2","1",125.179759908631,32.1300550300707
"2","1",125.179801981741,32.1300356117123
"2","1",125.179868004159,32.1300013059459
"2","1",125.179890011632,32.1299825348662
"2","1",125.179917844612,32.1299514654929
"2","1",125.179936615692,32.1299301052987
"2","1",125.179943088478,32.1299042141542
"2","1",125.179943088478,32.1298556682584
"2","1",125.179935968414,32.1298220097706
"2","1",125.179928848349,32.129774758432
"2","1",125.179928848349,32.1297443363373
"2","1",125.179937262971,32.1296996741131
"2","1",125.179970921459,32.1296394772022
"2","1",125.180023998305,32.1295689238336
"2","1",125.180079016987,32.1295145524303
"2","1",125.180145686684,32.1294608283055
"2","1",125.180212356381,32.1294187551958
"2","1",125.180290029814,32.1293779766433
"2","1",125.180371586919,32.1293488491058
"2","1",125.180409776357,32.1293391399266
"2","1",125.180471267825,32.1293326671405
"2","1",125.180530817457,32.1293184270111
"2","1",125.18061366912,32.1293164851752
"2","1",125.180669982359,32.1293184270111
"2","1",125.180772252379,32.1293313725833
"2","1",125.180836332962,32.1293488491058
"2","1",125.180884231579,32.1293579110064
"2","1",125.180999447172,32.1294058096236
"2","1",125.181107866339,32.1294566209946
"2","1",125.181150263088,32.1294753920743
"2","1",125.181184568855,32.1294844539748
"2","1",125.181224700129,32.1294948104326
"2","1",125.181269685992,32.1295022541367
"2","1",125.18130302084,32.1295106687586
"2","1",125.181344770311,32.1295161706268
"2","1",125.181380370635,32.1295164942661
"3","0",125.180107173606,32.1327211706704
"3","0",125.180042769384,32.1327253779814
"3","0",125.17998872162,32.1327250543421
"3","0",125.179899397172,32.1327111378519
"3","0",125.179822371017,32.1326897776577
"3","0",125.179757643156,32.13265611917
"3","0",125.179700682638,32.1326159878961
"3","0",125.179661198643,32.1325603219355
"3","0",125.179646311235,32.1325234270547
"3","0",125.179639838449,32.1324774702733
"3","0",125.179635954777,32.1324185679196
"3","0",125.179631423827,32.1323706693024
"3","0",125.179620420091,32.1323182397349
"3","0",125.179596470782,32.1322638683315
"3","0",125.179568637802,32.1322023768635
"3","0",125.179537568428,32.1321525364104
"3","0",125.179496142597,32.1321039905146
"3","0",125.179441123915,32.1320729211412
"3","0",125.179377690611,32.1320502663898
"3","0",125.179334970223,32.1320437936037
"3","0",125.17926635869,32.1320230806882
"3","0",125.179207456337,32.1320159606234
"3","0",125.17910777543,32.1320179024593
"3","0",125.179011978196,32.1320179024593
"3","0",125.178978319708,32.1320159606234
"3","0",125.17891682824,32.1319997786582
"3","0",125.17886569323,32.1319758293495
"3","0",125.178822325563,32.1319415235831
"3","0",125.178786077961,32.131896861359
"3","0",125.178755008587,32.1318515518562
"3","0",125.178744004851,32.1318288971048
"3","0",125.178727822886,32.1317816457662
"3","0",125.178699342627,32.1317208015767
"3","0",125.178668273253,32.1316450699792
"3","0",125.178635262044,32.131573869332
"3","0",125.178615843686,32.1315266179933
"3","0",125.178573123298,32.1314411772166
"3","0",125.178550468546,32.1313855112561
"3","0",125.178452729476,32.1312327535038
"3","0",125.178444314854,32.1312094514738
"3","0",125.178392532565,32.1311330725977
"3","0",125.178381528829,32.1311065341746
"3","0",125.178332335654,32.1310308025771
"3","0",125.178321979196,32.1310023223182
"3","0",125.178285731594,32.1309032886907
"3","0",125.178277964251,32.1308767502676
"3","0",125.178270196907,32.1308392081082
"3","0",125.17826890235,32.1306269007237
"3","0",125.178257251335,32.1305802966637
"3","0",125.178237832977,32.130526572539
"3","0",125.178214530947,32.1304974450015
"3","0",125.178195112589,32.1304573137276
"3","0",125.178118733712,32.1303990586526
"3","0",125.178086369782,32.1303828766873
"3","0",125.177978921532,32.130343392692
"3","0",125.177833931123,32.1302819012239
"3","0",125.177750432183,32.1302404753928
"3","0",125.177703828123,32.1302055223478
"3","0",125.177682467928,32.1301822203178
"3","0",125.177628096525,32.1301038996058
"3","0",125.177587965251,32.1300068078141
"3","0",125.177568546893,32.129942079953
"3","0",125.177521942833,32.1298035623302
"3","0",125.177503819032,32.129720710668
"3","0",125.177493462574,32.1296818739513
"3","0",125.177486989788,32.1296398008416
"3","0",125.177468218708,32.1295433563285
"3","0",125.177452684021,32.1294747447957
"3","0",125.177439738449,32.1294384971935
"3","0",125.177421262388,32.1293779465544
"3","0",125.177369597519,32.1292570037935
"3","0",125.17731793265,32.1291372352341
"3","0",125.177310887441,32.1291043575904
"3","0",125.177301493828,32.1290151182716
"3","0",125.177297971224,32.1288683430763
"3","0",125.177303842231,32.1286839934311
"3","0",125.177321455255,32.1286511157873
"3","0",125.177348461891,32.1286217607482
"3","0",125.177374294325,32.1285865347014
"3","0",125.177405997767,32.1285724442826
"3","0",125.177427133395,32.1285548312592
"3","0",125.17749054028,32.1285172568092
"3","0",125.177644360684,32.1284244948858
"3","0",125.177674889925,32.1284127528701
"3","0",125.1777312516,32.128372830017
"3","0",125.177752387228,32.1283610880014
"3","0",125.17782166512,32.1283188167452
"3","0",125.17784397495,32.1283117715358
"3","0",125.177917949649,32.128268326078
"3","0",125.177943782083,32.1282565840624
"3","0",125.1780318472,32.1282154870077
"3","0",125.178058853836,32.1282084417983
"3","0",125.178145744752,32.1281638221389
"3","0",125.178176273992,32.1281567769296
"3","0",125.178251422892,32.1281121572702
"3","0",125.178291345745,32.1280933700452
"3","0",125.178383640526,32.1280514530702
"3","0",125.178482174417,32.1280050841807
"3","0",125.178512120991,32.1279905939027
"3","0",125.178594232566,32.1279548512171
"3","0",125.178619349048,32.1279500211244
"3","0",125.178718848957,32.127907516309
"3","0",125.178768115902,32.1278949580681
"3","0",125.178876309977,32.1278572833454
"3","0",125.17900575646,32.127819415419
"3","0",125.179088930656,32.1278001433493
"3","0",125.17913761799,32.1277889858353
"3","0",125.179227892422,32.1277727567239
"3","0",125.179277594075,32.1277697137656
"3","0",125.179331353006,32.1277676851267
"3","0",125.179402355368,32.1277585562515
"3","0",125.179445971105,32.1277575419321
"3","0",125.179486543883,32.1277494273764
"3","0",125.179539288495,32.1277413128208
"3","0",125.179651877955,32.1277179834732
"3","0",125.179769539012,32.1276987114035
"3","0",125.179807068832,32.1276936398062
"3","0",125.179853727527,32.1276845109311
"3","0",125.179958202431,32.1276814679727
"3","0",125.180047462544,32.1276845109311
"3","0",125.180122522184,32.1276987114035
"3","0",125.180178309754,32.1277078402787
"3","0",125.180244240518,32.12772406939
"3","0",125.180307128325,32.1277504416959
"3","0",125.180378130687,32.1277798569602
"3","0",125.180422760743,32.1278001433493
"3","0",125.180509992216,32.1278447734055
"3","0",125.180587080495,32.1278823032254
"3","0",125.180620553037,32.1278995466562
"3","0",125.180673297649,32.127916790087
"3","0",125.18076560072,32.1279380907956
"3","0",125.180853846513,32.1279502626291
"3","0",125.180956292778,32.1279593915042
"3","0",125.181067867918,32.1279756206155
"3","0",125.181164228267,32.1279999642825
"3","0",125.181290003879,32.1280324225052
"3","0",125.181350863047,32.1280537232138
"3","0",125.181466495465,32.1280811098391
"3","0",125.181540540786,32.1281064678256
"3","0",125.181649072968,32.1281328401315
"3","0",125.181729204205,32.128156169479
"3","0",125.181960469041,32.1281977565768
"3","0",125.182021328209,32.1282068854519
"3","0",125.18211261696,32.1282089140908
"3","0",125.182154204058,32.128216014327
"3","0",125.182237378253,32.1282150000076
"3","0",125.182286065587,32.1282200716049
"3","0",125.182402712325,32.1282210859243
"3","0",125.182456471256,32.1282261575216
"3","0",125.182535588174,32.1282281861605
"3","0",125.182676578578,32.1282423866329
"3","0",125.18278612508,32.1282586157443
"3","0",125.182999132166,32.1282920882864
"3","0",125.183065062931,32.1283113603561
"3","0",125.1832354686,32.128337732662
"3","0",125.183362258532,32.1283630906484
"3","0",125.183490062783,32.1283823627181
"3","0",125.183577294257,32.1283985918294
"3","0",125.183606709521,32.1284138066213
"3","0",125.183669597328,32.1284269927742
"3","0",125.183718284662,32.1284564080385
"3","0",125.183744656967,32.1284868376223
"3","0",125.183750742884,32.1285253817617
"3","0",125.183750742884,32.1285568256648
"3","0",125.183728427856,32.1285892838875
"3","0",125.183700026911,32.1286156561934
"3","0",125.183659454133,32.1286379712215
"3","0",125.183573236979,32.1286988303889
"3","0",125.183543821715,32.1287231740559
"3","0",125.183466733436,32.1287749043483
"3","0",125.183330814629,32.1288469210298
"3","0",125.183003189444,32.1290315271711
"3","0",125.182714108398,32.1291887466871
"3","0",125.182469657409,32.1293327800501
"3","0",125.182382425936,32.1293774101062
"3","0",125.18220593435,32.1294849279687
"3","0",125.182125803113,32.1295346296222
"3","0",125.182046686195,32.1295843312756
"3","0",125.18198176975,32.1296380902069
"3","0",125.181926996499,32.1296877918603
"3","0",125.181754562191,32.129839939779
"3","0",125.181617629064,32.1299535435583
"3","0",125.181511125521,32.13004381799
"3","0",125.181429979965,32.1300985912407
"3","0",125.181368106478,32.1301219205883
"3","0",125.181279860685,32.1301472785747
"3","0",125.18119567217,32.1301726365611
"3","0",125.181147999155,32.130201037506
"3","0",125.181109455016,32.1302385673259
"3","0",125.181086125669,32.1302771114653
"3","0",125.181080039752,32.1303501424663
"3","0",125.181087139988,32.1304110016337
"3","0",125.18110134046,32.1304820039958
"3","0",125.181109455016,32.1305276483714
"3","0",125.181108440697,32.130741669777
"3","0",125.181094240224,32.1308076005417
"3","0",125.181065839279,32.1308928033762
"3","0",125.181037438335,32.130969891655
"3","0",125.180984693723,32.1310794381564
"3","0",125.180945135264,32.1311656553103
"3","0",125.18093397775,32.1312275287973
"3","0",125.180926877514,32.1312873736453
"3","0",125.180938035028,32.1313533044101
"3","0",125.180958321417,32.1314101062997
"3","0",125.180991793959,32.1314598079531
"3","0",125.18104555289,32.131523710079
"3","0",125.181111483655,32.131583554927
"3","0",125.1811764001,32.1316403568166
"3","0",125.181222044476,32.1317002016646
"3","0",125.181249431101,32.1317590321932
"3","0",125.181249431101,32.1318219199996
"3","0",125.181217987198,32.1319020512367
"3","0",125.181185528975,32.1319659533626
"3","0",125.181113512294,32.1320552134749
"3","0",125.181058231883,32.1320947719337
"3","0",125.180997879876,32.1321358518718
"3","0",125.180918255798,32.1321916394419
"3","0",125.18087819018,32.1322175045881
"3","0",125.180838124561,32.1322611203248
"3","0",125.180768136518,32.1323341513258
"3","0",125.180646418183,32.132449783744
"3","0",125.180563751148,32.1325172359879
"3","0",125.180505427779,32.1325654161621
"3","0",125.180431382458,32.1326141034961
"3","0",125.180369001812,32.1326475760382
"3","0",125.180327921874,32.1326617765106
"3","0",125.180257426671,32.1326886559763
"3","0",125.180194538865,32.132705899407
"3","0",125.180107173606,32.1327211706704
"3","1",125.183112228785,32.1311387758447
"3","1",125.183065062931,32.1311331970877
"3","1",125.18302854743,32.1311200109348
"3","1",125.182998117846,32.1310845097537
"3","1",125.182979352936,32.1310500228922
"3","1",125.182976309978,32.1310084357944
"3","1",125.182983917374,32.1309693844953
"3","1",125.182997610687,32.1309394620713
"3","1",125.183020940034,32.1309039608902
"3","1",125.18304680518,32.1308836745011
"3","1",125.183082306361,32.1308628809522
"3","1",125.18312287914,32.1308532449173
"3","1",125.183182723988,32.1308466518409
"3","1",125.183211632092,32.1308466518409
"3","1",125.183251697711,32.1308633881119
"3","1",125.183284663093,32.1308811387024
"3","1",125.183334364747,32.1309272902378
"3","1",125.183358708414,32.1309648200577
"3","1",125.183362765692,32.1310003212387
"3","1",125.183358201254,32.1310251720654
"3","1",125.183341972143,32.1310530658505
"3","1",125.183310528239,32.1310855240732
"3","1",125.183268941142,32.1311068247818
"3","1",125.183227861204,32.1311230538931
"3","1",125.183181709668,32.131132689928
"3","1",125.183138093932,32.131138268685
"3","1",125.183112228785,32.1311387758447
"4","0",125.160003495738,32.1446274495746
"4","0",125.160159700934,32.144570647685
"4","0",125.160253018325,32.1445361608234
"4","0",125.16033720684,32.144497616684
"4","0",125.160420381035,32.1444611011835
"4","0",125.160530941856,32.1444073422523
"4","0",125.160627302204,32.1443566262794
"4","0",125.160684104094,32.144329239654
"4","0",125.160758149415,32.1442754807227
"4","0",125.160809879707,32.1442298363471
"4","0",125.16084233793,32.1441953494856
"4","0",125.160869724555,32.1441395619154
"4","0",125.160871753194,32.1440949318592
"4","0",125.16086059568,32.1440391442891
"4","0",125.160843352249,32.1440066860664
"4","0",125.160779450123,32.1439529271352
"4","0",125.160661789066,32.1438788818147
"4","0",125.160548185287,32.1438190369667
"4","0",125.160456896536,32.1437571634798
"4","0",125.160409223521,32.1437023902291
"4","0",125.160375750979,32.143631387867
"4","0",125.160370679382,32.143571543019
"4","0",125.160382851215,32.1435350275185
"4","0",125.160437624466,32.1434619965176
"4","0",125.160511669786,32.1434234523782
"4","0",125.160568471676,32.1433960657528
"4","0",125.16061614469,32.1433717220858
"4","0",125.160694247289,32.1433534643356
"4","0",125.160795679234,32.1433382495437
"4","0",125.160909283014,32.1433392638632
"4","0",125.161189235184,32.1433402781826
"4","0",125.161389056117,32.1433524500161
"4","0",125.161567576342,32.1433615788913
"4","0",125.161768411594,32.1433747650442
"4","0",125.161953017736,32.1433889655166
"4","0",125.162020977139,32.1433889655166
"4","0",125.162126466363,32.1433778080026
"4","0",125.162237027184,32.1433605645718
"4","0",125.162381060547,32.1433291206686
"4","0",125.162501764563,32.1432905765292
"4","0",125.162575809883,32.1432520323898
"4","0",125.162684342065,32.1431932018613
"4","0",125.162756358746,32.1431577006802
"4","0",125.16284359022,32.1431140849435
"4","0",125.162937921929,32.1430866983182
"4","0",125.162985594944,32.143079598082
"4","0",125.163041382514,32.143066411929
"4","0",125.16312455671,32.1430572830539
"4","0",125.163246275045,32.1430430825815
"4","0",125.163365964741,32.1430278677896
"4","0",125.163449138936,32.143030910748
"4","0",125.163505940826,32.1430258391507
"4","0",125.16357187159,32.1430156959561
"4","0",125.16364794555,32.1429974382059
"4","0",125.163686489689,32.1429751231778
"4","0",125.16372199087,32.1429426649552
"4","0",125.163758506371,32.1428929633017
"4","0",125.163781835718,32.1428260182175
"4","0",125.163782850038,32.1427702306473
"4","0",125.163779807079,32.1427235719523
"4","0",125.163765606607,32.1426819848545
"4","0",125.163735177023,32.1426119968119
"4","0",125.16372199087,32.1425754813114
"4","0",125.163701704481,32.1425338942137
"4","0",125.163657074425,32.1425004216716
"4","0",125.163585057743,32.142454777296
"4","0",125.163533327451,32.1424202904344
"4","0",125.163499854909,32.1423716031004
"4","0",125.163491740353,32.1423269730443
