shapeid,partid,x,y,fid,ScatterPoint
"136",,125.174198228826,32.1446928956323,"137",51
"137",,125.174857136704,32.1433470412432,"138",51
"138",,125.173385108466,32.1438727656139,"139",52
"139",,125.171387355858,32.144153151945,"140",51
"140",,125.168891917511,32.1440760457039,"141",51
"141",,125.16759513073,32.1431717997863,"142",51
"142",,125.169943366253,32.1431297418366,"143",51
"143",,125.168723685712,32.1423166214765,"144",51
"144",,125.171219124059,32.1422044669441,"145",51
"145",,125.172424785282,32.1431858191028,"146",51
"146",,125.173945881128,32.1424007373759,"147",51
"147",,125.166508633697,32.1497959268576,"148",52
"148",,125.164104320908,32.1497468592496,"149",51
"149",,125.161300457598,32.1497048013,"150",51
"150",,125.160305086122,32.1487024201664,"151",51
"151",,125.162772485836,32.1487024201664,"152",51
"152",,125.165429146322,32.1487234491413,"153",51
"153",,125.161419621788,32.1477420969826,"154",51
"154",,125.164132359541,32.1476720003998,"155",51
"155",,125.166522653014,32.1475598458674,"156",51
"156",,125.165366059398,32.1467467255073,"157",51
"157",,125.162786505152,32.1466485902914,"158",51
"158",,125.160263028173,32.1465855033669,"159",51
"159",,125.161433641105,32.1459265954889,"160",51
"160",,125.164006185692,32.1456672381327,"161",51
"161",,125.166445546773,32.1458144409565,"162",51
"162",,125.160375182705,32.1450433785461,"163",51
"163",,125.162695379595,32.1449522529885,"164",51
"164",,125.165260914524,32.1449242143554,"165",51
"165",,125.166571720622,32.1440690360457,"166",51
"166",,125.163943098768,32.1438867849305,"167",51
"167",,125.161559814954,32.1440480070708,"168",51
"168",,125.160227979881,32.1441952098947,"169",50
"169",,125.160571453137,32.1435222827001,"170",51
"170",,125.162681360278,32.1434031185094,"171",51
"171",,125.165260914524,32.1432138577359,"172",51
"172",,125.166256285999,32.1422465248938,"173",51
"173",,125.16409731125,32.1423937277176,"174",51
"174",,125.163557567563,32.1427161719983,"175",50
"175",,125.160191094075,32.1425009428696,"176",50
"176",,125.162001654307,32.1425691051372,"177",50
"177",,125.163514004618,32.1417639383516,"178",50
"178",,125.161175186813,32.1414231270138,"179",50
"179",,125.160114411524,32.1404603349845,"180",50
"180",,125.162291343944,32.1406605616454,"181",50
"181",,125.161264649789,32.1395827457896,"182",50
"182",,125.163590687169,32.139638127632,"183",50
"183",,125.164613121183,32.1407628050468,"184",50
"184",,125.16591672455,32.1413549647462,"185",50
"185",,125.165776139873,32.1397062898996,"186",50
"186",,125.164689803734,32.1385645719179,"187",50
"187",,125.162402107629,32.138700896453,"188",50
"188",,125.160118671665,32.1385645719179,"189",50
"189",,125.161115544829,32.137533617621,"190",50
"190",,125.163535305327,32.1375591784713,"191",50
"191",,125.16604026866,32.1376443813058,"192",50
"192",,125.160101631099,32.1365708255916,"193",50
"193",,125.162240222243,32.1365452647413,"194",50
"194",,125.164864469545,32.1365878661585,"195",50
"195",,125.166151032345,32.1357102769637,"196",50
"196",,125.163586427028,32.1356676755464,"197",50
"197",,125.160885497176,32.1356165538458,"198",49
"198",,125.160118671665,32.134645241533,"199",50
"199",,125.162444709046,32.1347815660681,"200",50
"200",,125.164855949261,32.1346367212495,"201",50
"201",,125.165742058739,32.1335716858189,"202",50
"202",,125.16354382561,32.1336909697871,"203",50
"203",,125.161302991064,32.1338017334719,"204",50
"204",,125.167539838546,32.1413081031873,"205",51
"205",,125.169729551392,32.1414273871555,"206",51
"206",,125.172481602945,32.1411717786522,"207",51
"207",,125.173734084611,32.1413336640376,"208",51
"208",,125.174730957774,32.141112136668,"209",50
"209",,125.174262342185,32.1401919460559,"210",50
"210",,125.172967259101,32.1400556215208,"211",51
"211",,125.170879789657,32.1406435210785,"212",51
"212",,125.167088263524,32.1404816356931,"213",50
"213",,125.169482463172,32.1402345474732,"214",50
"214",,125.171646615167,32.1400556215208,"215",50
"215",,125.168357785757,32.1395699653644,"216",50
"216",,125.167147905508,32.1386753356027,"217",50
"217",,125.170607140587,32.1394677219631,"218",50
"218",,125.172813893999,32.1392802757273,"219",50
"219",,125.169414300904,32.1384538082331,"220",50
"220",,125.17160401375,32.1385901327682,"221",50
"221",,125.168425948025,32.1376358610223,"222",50
"222",,125.167292750326,32.136673068993,"223",50
"223",,125.169397260337,32.1365282241744,"224",50
"224",,125.16806809612,32.1357443580974,"225",50
"225",,125.166909337571,32.1342788693448,"226",49
"226",,125.168826401347,32.1340573419752,"227",48
"227",,125.169226854669,32.1350116137211,"228",48
"228",,125.170334491516,32.1336909697871,"229",45
"229",,125.170939431641,32.134645241533,"230",48
"230",,125.171936304804,32.1337335712043,"231",50
"231",,125.173291029872,32.1335716858189,"232",45
"232",,125.173563678942,32.1345429981316,"233",45
"233",,125.17214931189,32.1353098236417,"234",47
"234",,125.170734944838,32.1358636420657,"235",49
"235",,125.171672176017,32.1366645487095,"236",50
"236",,125.170385613217,32.1375421379044,"237",50
"237",,125.17190222367,32.1377892261243,"238",49
"238",,125.175105850246,32.1335376046851,"239",51
"239",,125.175259215348,32.1346878429502,"240",51
"240",,125.173938571414,32.1355228307279,"241",45
"241",,125.173214347321,32.1364004199227,"242",46
"242",,125.174134537933,32.1369201572129,"243",49
"243",,125.175148451663,32.1362385345373,"244",49
"244",,125.174986566278,32.1370650020315,"245",51
"245",,125.173376232707,32.1373972930858,"246",51
"246",,125.172788333149,32.1382152402966,"247",51
"247",,125.174253821901,32.1381044766118,"248",51
"248",,125.17417713935,32.1392291540266,"249",49
"249",,125.17494396486,32.139007626657,"250",51
"250",,125.175898236606,32.1416744753754,"251",49
"251",,125.176077162559,32.1404816356931,"252",48
"252",,125.177704536697,32.1410780555343,"253",49
"253",,125.17944267452,32.1414614682893,"254",50
"254",,125.180294702864,32.1407798456137,"255",52
"255",,125.181623867082,32.1396125667817,"256",53
"256",,125.183097876118,32.1406861224958,"257",53
"257",,125.178215753703,32.1402430677566,"258",48
"258",,125.177227400824,32.1398766955685,"259",49
"259",,125.175651148386,32.1396807290492,"260",47
"260",,125.179170025449,32.1397233304664,"261",53
"261",,125.17664802155,32.139160991759,"262",52
"262",,125.177806780098,32.1389139035391,"263",48
"263",,125.175983439441,32.1383600851152,"264",52
"264",,125.176801386652,32.1377892261243,"265",52
"265",,125.178028307468,32.1384282473827,"266",53
"266",,125.175804513488,32.1378147869747,"267",49
"267",,125.177653414996,32.1377892261243,"268",47
"268",,125.176460575314,32.1370138803308,"269",48
"269",,125.17640093333,32.1356932363968,"270",52
"270",,125.176861028636,32.1345174372813,"271",50
"271",,125.176383892763,32.1337591320546,"272",46
"272",,125.177815300382,32.1346282009661,"273",52
"273",,125.178556565041,32.1336739292202,"274",44
"274",,125.179587519338,32.134321470762,"275",53
"275",,125.179076302331,32.1356932363968,"276",54
"276",,125.178062388601,32.1366219472923,"277",54
"277",,125.179263748567,32.1376188204554,"278",55
"278",,125.1804821491,32.1385730922013,"279",53
"279",,125.183387565755,32.1383856459655,"280",54
"280",,125.181879475585,32.1374313742196,"281",55
"281",,125.180524750517,32.1365878661585,"282",55
"282",,125.182007279837,32.1360255274511,"283",54
"283",,125.183327923771,32.1363748590724,"284",56
"284",,125.180661075052,32.1353268642086,"285",52
"285",,125.181930597286,32.1353098236417,"286",46
"286",,125.183379045471,32.1351649788231,"287",53
"287",,125.183097876118,32.1348156472019,"288",43
"288",,125.181896516152,32.1345089169978,"289",42
"289",,125.180916683556,32.1337591320546,"290",44
"290",,125.186011813056,32.1406307406534,"291",53
"291",,125.188550857523,32.140451814701,"292",54
"292",,125.189931143441,32.1417809789185,"293",54
"293",,125.191354030776,32.1405966595196,"294",54
"294",,125.189905582591,32.139284535869,"295",54
"295",,125.187170571605,32.1394123401207,"296",54
"296",,125.184631527138,32.1394549415379,"297",53
"297",,125.185935130505,32.1382109801549,"298",54
"298",,125.18837193157,32.1383217438397,"299",54
"299",,125.191473314745,32.1384495480913,"300",54
"300",,125.18481045309,32.1373248706766,"301",55
"301",,125.187187612171,32.1371970664249,"302",54
"302",,125.18982890004,32.1373078301097,"303",54
"303",,125.191405152477,32.1362939163797,"304",54
"304",,125.188499735822,32.1362001932618,"305",54
"305",,125.18582436682,32.136242794679,"306",55
"306",,125.184776371956,32.135228880949,"307",55
"307",,125.187323936707,32.1351862795318,"308",54
"308",,125.190016346275,32.135382246051,"309",54
"309",,125.191396632194,32.1343512917541,"310",54
"310",,125.188755344325,32.1342575686362,"311",54
"311",,125.18577324512,32.1340871629673,"312",55
"312",,125.183941384179,32.1341297643845,"313",54
"313",,125.183736897376,32.1336867096454,"314",49
"314",,125.190212312795,32.1333970200082,"315",54
"315",,125.194114602613,32.1404603349845,"316",54
"316",,125.196406558859,32.1404603349845,"317",54
"317",,125.195426726263,32.1393015764359,"318",54
"318",,125.192785438395,32.1393186170028,"319",54
"319",,125.19388455496,32.1383643452569,"320",54
"320",,125.19643211971,32.1383217438397,"321",54
"321",,125.195298922012,32.1373248706766,"322",54
"322",,125.192725796411,32.1373674720938,"323",54
"323",,125.194063480912,32.136396159781,"324",54
"324",,125.196517322544,32.1364302409148,"325",54
"325",,125.192802478962,32.1353992866179,"326",54
"326",,125.195392645129,32.1352459215159,"327",53
"327",,125.196500281977,32.1343342511872,"328",54
"328",,125.194037920062,32.134368332321,"329",54
"329",,125.195290401728,32.133431101142,"330",54
"330",,125.196517322544,32.1322553020265,"331",54
"331",,125.194106082329,32.1322553020265,"332",54
"332",,125.192828039812,32.1332266143393,"333",54
"333",,125.195460807397,32.1310880231945,"334",54
"334",,125.19648324141,32.1300229877638,"335",54
"335",,125.192555390742,32.1310795029111,"336",54
"336",,125.194097562046,32.129835541528,"337",54
"337",,125.195256320594,32.1284126541927,"338",52
"338",,125.192606512443,32.1287619858139,"339",55
"339",,125.196466200844,32.1273135376282,"340",53
"340",,125.193961237511,32.1274498621633,"341",54
"341",,125.19519667861,32.1265381918347,"342",54
"342",,125.196278754608,32.1253709130026,"343",54
"343",,125.193918636093,32.1255924403722,"344",54
"344",,125.192708755844,32.1265296715512,"345",55
"345",,125.191405152477,32.1322382614596,"346",54
"346",,125.18884054716,32.1323234642941,"347",54
"347",,125.187221693305,32.1332436549062,"348",55
"348",,125.184588925721,32.1330817695207,"349",55
"349",,125.183617613408,32.1329965666863,"350",45
"350",,125.186148137591,32.132187139759,"351",55
"351",,125.183873221911,32.1319911732397,"352",48
"352",,125.183932863895,32.1308238944077,"353",36
"353",,125.185049021027,32.1310539420607,"354",53
"354",,125.187400619258,32.1310283812104,"355",55
"355",,125.190220833078,32.130926137809,"356",55
"356",,125.191328469926,32.1297929401108,"357",54
"357",,125.188755344325,32.1297929401108,"358",54
"358",,125.18604589419,32.1300315080473,"359",53
"359",,125.184256634666,32.1298099806777,"360",50
"360",,125.185185345562,32.1292476419703,"361",51
"361",,125.184086228997,32.1288131075146,"362",42
"362",,125.187349497557,32.1288471886484,"363",52
"363",,125.189922623157,32.1286853032629,"364",52
"364",,125.19138811191,32.1275861866984,"365",55
"365",,125.189027993396,32.1283104107913,"366",49
"366",,125.189636128627,32.127920075306,"367",48
"367",,125.183335379019,32.1285633567061,"368",25.5
"368",,125.184924411881,32.1281330823921,"369",45
"369",,125.183322598594,32.1281543831007,"370",31
"370",,125.186159852981,32.1280947411166,"371",44
"371",,125.188017274772,32.1279839774318,"372",47
"372",,125.190258109318,32.1266036915137,"373",55
"373",,125.191485030134,32.1257431428857,"374",55
"374",,125.189005627652,32.125845386287,"375",56
"375",,125.188971546518,32.1274727604251,"376",56
"376",,125.183961619852,32.1274727604251,"377",46
"377",,125.18531634492,32.1272427127721,"378",42
"378",,125.186636988854,32.1272001113548,"379",43
"379",,125.18788947052,32.1267400160488,"380",56
"380",,125.184293910906,32.1265781306633,"381",40
"381",,125.18358672738,32.1256068183506,"382",40
"382",,125.185231142085,32.1257346226022,"383",47
"383",,125.186057609579,32.1265951712302,"384",54
"384",,125.186943719058,32.1258113051532,"385",56
"385",,125.190155865917,32.1250189187928,"386",55
"386",,125.188059876189,32.1250018782259,"387",56
"387",,125.185972406745,32.1249422362418,"388",56
"388",,125.184643242528,32.1248996348246,"389",42
"389",,125.183115677424,32.1323175558832,"390",46
"390",,125.182344794636,32.1331939278948,"391",44
"391",,125.179877969715,32.1330559804485,"392",38
"392",,125.176972958788,32.1331371260051,"393",48
"393",,125.17571520266,32.1324636178852,"394",46
"394",,125.178336204139,32.1328450020013,"395",42
"395",,125.179123316038,32.1323256704389,"396",32
"396",,125.180811143616,32.1326177944427,"397",36
"397",,125.181622599182,32.1320497755464,"398",37
"398",,125.180421644944,32.1324149305512,"399",26
"399",,125.177216395458,32.132082233769,"400",44
"400",,125.178157683915,32.1316521623189,"401",38
"401",,125.176583460116,32.1314087256491,"402",34
"402",,125.17509849643,32.1310516851999,"403",46
"403",,125.180770570838,32.1317576515425,"404",25
"404",,125.179610189378,32.1316359332076,"405",22.5
"405",,125.182799209753,32.1313438092038,"406",36
"406",,125.182117587078,32.1306540719725,"407",42
"407",,125.181257444178,32.1312951218698,"408",32
"408",,125.180502790501,32.1312707782028,"409",22
"409",,125.179902313382,32.1313843819821,"410",19.2
"410",,125.17883930659,32.1313113509811,"411",27
"411",,125.177476061239,32.1306621865281,"412",32
"412",,125.176202076,32.1301671986327,"413",43
"413",,125.179545272933,32.1307595611961,"414",17.4
"414",,125.180007802606,32.1304430935253,"415",19.5
"415",,125.180689425281,32.1305891555272,"416",27.5
"416",,125.183318541316,32.1302402296337,"417",44
"417",,125.182101357966,32.1297614708496,"418",35
"418",,125.181314246067,32.1299237619629,"419",26.5
"419",,125.180194437386,32.1299318765185,"420",22.5
"420",,125.178985368592,32.1304755517479,"421",24
"421",,125.178011621913,32.1301103967431,"422",28.5
"422",,125.175682744438,32.1291934519533,"423",42
"423",,125.177183937235,32.1293232848439,"424",35
"424",,125.177816872577,32.1294855759571,"425",23
"425",,125.179058399593,32.1298345018506,"426",17.5
"426",,125.180624508836,32.1295504924024,"427",24
"427",,125.182361023748,32.1292827120656,"428",28.5
"428",,125.183050760979,32.1292177956203,"429",38
"429",,125.182799209753,32.1286660058352,"430",17.7
"430",,125.182166274412,32.1288607551711,"431",15.3
"431",,125.181241215066,32.1291934519533,"432",14.9
"432",,125.180502790501,32.1290717336183,"433",17
"433",,125.179545272933,32.1293800867335,"434",12.4
"434",,125.178563411698,32.1292908266212,"435",11.9
"435",,125.179407325487,32.1289094425051,"436",15.6
"436",,125.179983458939,32.1289013279494,"437",5.6
"437",,125.181703744739,32.1286254330569,"438",12.3
"438",,125.182669376863,32.1283333090531,"439",27
"439",,125.182190618079,32.1279762686039,"440",38
"440",,125.181541453626,32.1282359343851,"441",28.5
"441",,125.181070809397,32.128430683721,"442",8.6
"442",,125.180024031717,32.128552402056,"443",5.8
"443",,125.179496585599,32.1286254330569,"444",7.4
"444",,125.178969139481,32.1286660058352,"445",9.5
"445",,125.178417349696,32.1288039532815,"446",10.6
